,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
4789,4676,15320,35.94194722222222,-85.01953611111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.94194722222222,-85.01953611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4790,4677,15326,36.073388888888886,-87.37465277777777,20,True,1,230,243,389,416,"http://maps.googleapis.com/maps/api/staticmap?center=36.073388888888886,-87.37465277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4791,4678,15327,36.011080555555566,-87.32891388888889,20,True,1,187,99,339,239,"http://maps.googleapis.com/maps/api/staticmap?center=36.011080555555566,-87.32891388888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4792,4679,15331,35.387955555555564,-85.38025833333333,20,True,2,208,342,354,510,"http://maps.googleapis.com/maps/api/staticmap?center=35.387955555555564,-85.38025833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4793,4680,15332,36.03916666666667,-89.41583333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.03916666666667,-89.41583333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4794,4681,15334,36.04923333333333,-89.38010833333333,20,True,6,151,145,303,313,"http://maps.googleapis.com/maps/api/staticmap?center=36.04923333333333,-89.38010833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4795,4681,15334,36.04923333333333,-89.38010833333333,20,True,6,352,169,513,311,"http://maps.googleapis.com/maps/api/staticmap?center=36.04923333333333,-89.38010833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4796,4682,15348,35.15030833333333,-86.55556111111109,20,True,2,204,213,431,419,"http://maps.googleapis.com/maps/api/staticmap?center=35.15030833333333,-86.55556111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4797,4683,15351,36.38722222222222,-86.56333333333332,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.38722222222222,-86.56333333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4798,4684,15353,35.08964444444445,-89.80731388888887,20,True,1,272,250,378,367,"http://maps.googleapis.com/maps/api/staticmap?center=35.08964444444445,-89.80731388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4799,4685,15354,36.31333333333333,-86.69861111111112,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.31333333333333,-86.69861111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4800,4686,15363,35.93662222222222,-84.55135555555556,20,True,1,156,216,351,404,"http://maps.googleapis.com/maps/api/staticmap?center=35.93662222222222,-84.55135555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4801,4687,15368,35.81530833333333,-88.89499722222223,20,True,9,251,258,364,386,"http://maps.googleapis.com/maps/api/staticmap?center=35.81530833333333,-88.89499722222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4802,4688,15370,36.022147222222216,-88.41236111111111,20,True,1,199,319,337,450,"http://maps.googleapis.com/maps/api/staticmap?center=36.022147222222216,-88.41236111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4803,4689,15374,35.63722222222222,-88.83111111111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.63722222222222,-88.83111111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4804,4690,15376,35.683777777777784,-88.85353611111111,20,True,2,228,229,412,418,"http://maps.googleapis.com/maps/api/staticmap?center=35.683777777777784,-88.85353611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4805,4691,15380,36.57399166666667,-84.12963333333333,20,True,9,225,235,383,382,"http://maps.googleapis.com/maps/api/staticmap?center=36.57399166666667,-84.12963333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4806,4692,15381,36.43138888888889,-82.30749999999998,20,True,8,26,547,106,630,"http://maps.googleapis.com/maps/api/staticmap?center=36.43138888888889,-82.30749999999998&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4807,4692,15381,36.43138888888889,-82.30749999999998,20,True,8,112,456,201,543,"http://maps.googleapis.com/maps/api/staticmap?center=36.43138888888889,-82.30749999999998&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4808,4692,15381,36.43138888888889,-82.30749999999998,20,True,8,200,375,287,452,"http://maps.googleapis.com/maps/api/staticmap?center=36.43138888888889,-82.30749999999998&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4809,4692,15381,36.43138888888889,-82.30749999999998,20,True,8,317,269,388,349,"http://maps.googleapis.com/maps/api/staticmap?center=36.43138888888889,-82.30749999999998&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4810,4693,15382,36.4325,-82.29361111111109,20,True,8,67,170,178,263,"http://maps.googleapis.com/maps/api/staticmap?center=36.4325,-82.29361111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4811,4693,15382,36.4325,-82.29361111111109,20,True,8,11,325,109,450,"http://maps.googleapis.com/maps/api/staticmap?center=36.4325,-82.29361111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4812,4693,15382,36.4325,-82.29361111111109,20,True,8,48,14,160,81,"http://maps.googleapis.com/maps/api/staticmap?center=36.4325,-82.29361111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4813,4694,15384,36.30735,-82.38600833333334,20,True,2,248,224,371,360,"http://maps.googleapis.com/maps/api/staticmap?center=36.30735,-82.38600833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4814,4695,15389,36.54787916666667,-82.52237222222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.54787916666667,-82.52237222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4815,4696,15390,36.55365555555555,-82.55281388888889,20,True,1,128,161,326,345,"http://maps.googleapis.com/maps/api/staticmap?center=36.55365555555555,-82.55281388888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4816,4696,15390,36.55365555555555,-82.55281388888889,20,True,1,332,293,515,485,"http://maps.googleapis.com/maps/api/staticmap?center=36.55365555555555,-82.55281388888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4817,4697,15391,36.55179444444444,-82.51518055555556,20,True,1,278,240,423,395,"http://maps.googleapis.com/maps/api/staticmap?center=36.55179444444444,-82.51518055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4818,4698,15395,35.956193333333346,-83.93823972222222,20,True,1,372,418,533,588,"http://maps.googleapis.com/maps/api/staticmap?center=35.956193333333346,-83.93823972222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4819,4699,15396,35.92341388888889,-84.09056666666666,20,True,4,235,241,403,407,"http://maps.googleapis.com/maps/api/staticmap?center=35.92341388888889,-84.09056666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4820,4700,15399,35.918052777777774,-84.09963055555555,20,True,5,274,255,387,377,"http://maps.googleapis.com/maps/api/staticmap?center=35.918052777777774,-84.09963055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4821,4701,15400,35.99120277777778,-83.92727222222223,20,True,1,236,232,405,404,"http://maps.googleapis.com/maps/api/staticmap?center=35.99120277777778,-83.92727222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4822,4702,15403,35.941641666666655,-83.943825,20,True,1,246,245,380,391,"http://maps.googleapis.com/maps/api/staticmap?center=35.941641666666655,-83.943825&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4823,4702,15403,35.941641666666655,-83.943825,20,True,1,388,26,536,158,"http://maps.googleapis.com/maps/api/staticmap?center=35.941641666666655,-83.943825&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4824,4702,15403,35.941641666666655,-83.943825,20,True,1,449,155,613,316,"http://maps.googleapis.com/maps/api/staticmap?center=35.941641666666655,-83.943825&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4825,4703,15406,35.22292500000001,-87.33695833333331,20,True,1,235,244,384,398,"http://maps.googleapis.com/maps/api/staticmap?center=35.22292500000001,-87.33695833333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4826,4704,15416,35.82611111111112,-84.27083333333333,20,True,1,219,252,384,397,"http://maps.googleapis.com/maps/api/staticmap?center=35.82611111111112,-84.27083333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4827,4705,15424,35.592336111111116,-87.86319999999998,20,True,1,236,251,390,417,"http://maps.googleapis.com/maps/api/staticmap?center=35.592336111111116,-87.86319999999998&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4828,4706,15425,36.383922222222225,-85.32805833333333,20,True,1,204,292,405,488,"http://maps.googleapis.com/maps/api/staticmap?center=36.383922222222225,-85.32805833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4829,4707,15427,35.772319444444435,-84.31356944444444,20,True,1,242,257,398,396,"http://maps.googleapis.com/maps/api/staticmap?center=35.772319444444435,-84.31356944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4830,4708,15429,35.92579999999999,-87.2851,20,True,1,244,176,419,349,"http://maps.googleapis.com/maps/api/staticmap?center=35.92579999999999,-87.2851&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4831,4709,15432,35.497544444444436,-86.07861111111109,20,True,8,219,233,376,397,"http://maps.googleapis.com/maps/api/staticmap?center=35.497544444444436,-86.07861111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4832,4710,15435,36.13718611111111,-88.48867222222222,20,True,1,340,243,503,385,"http://maps.googleapis.com/maps/api/staticmap?center=36.13718611111111,-88.48867222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4833,4711,15437,35.69918055555555,-85.7422638888889,20,True,2,253,261,393,383,"http://maps.googleapis.com/maps/api/staticmap?center=35.69918055555555,-85.7422638888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4834,4712,15439,35.13731222222222,-90.05425777777779,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.13731222222222,-90.05425777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4835,4713,15440,35.17536694444444,-90.04453527777778,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.17536694444444,-90.04453527777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4836,4714,15441,35.130322222222226,-89.86265833333331,20,True,1,251,265,393,396,"http://maps.googleapis.com/maps/api/staticmap?center=35.130322222222226,-89.86265833333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4837,4715,15443,35.13698888888889,-90.02511944444444,20,True,1,229,222,396,391,"http://maps.googleapis.com/maps/api/staticmap?center=35.13698888888889,-90.02511944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4838,4716,15445,35.145069444444445,-90.031725,20,True,1,192,514,340,644,"http://maps.googleapis.com/maps/api/staticmap?center=35.145069444444445,-90.031725&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4839,4717,15447,35.249444444444435,-90.01583333333332,20,True,3,195,307,317,452,"http://maps.googleapis.com/maps/api/staticmap?center=35.249444444444435,-90.01583333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4840,4718,15448,35.13669722222223,-90.01808055555556,20,True,1,277,275,442,439,"http://maps.googleapis.com/maps/api/staticmap?center=35.13669722222223,-90.01808055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4841,4719,15449,35.23458611111111,-89.89186666666667,20,True,1,248,257,388,387,"http://maps.googleapis.com/maps/api/staticmap?center=35.23458611111111,-89.89186666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4842,4720,15450,35.12745,-90.07097499999998,20,True,7,250,260,381,374,"http://maps.googleapis.com/maps/api/staticmap?center=35.12745,-90.07097499999998&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4843,4721,15452,35.91345555555555,-88.75400277777777,20,True,4,235,232,406,392,"http://maps.googleapis.com/maps/api/staticmap?center=35.91345555555555,-88.75400277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4844,4722,15458,36.21592500000001,-83.30451388888889,20,True,1,223,247,402,372,"http://maps.googleapis.com/maps/api/staticmap?center=36.21592500000001,-83.30451388888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4845,4723,15462,36.419366666666654,-81.9452,20,True,4,243,241,380,366,"http://maps.googleapis.com/maps/api/staticmap?center=36.419366666666654,-81.9452&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4846,4724,15472,36.15355,-86.80856111111109,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.15355,-86.80856111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4847,4725,15473,36.09311444444445,-86.65471861111112,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.09311444444445,-86.65471861111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4848,4726,15475,36.20838805555556,-86.67916333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.20838805555556,-86.67916333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4849,4727,15476,36.1917225,-86.80833222222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.1917225,-86.80833222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4850,4728,15479,36.15294444444445,-86.8268611111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.15294444444445,-86.8268611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4851,4729,15480,36.153863888888885,-86.80195277777777,20,True,1,41,167,213,324,"http://maps.googleapis.com/maps/api/staticmap?center=36.153863888888885,-86.80195277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4852,4730,15481,36.12925277777778,-86.84292777777777,20,True,1,159,172,299,286,"http://maps.googleapis.com/maps/api/staticmap?center=36.12925277777778,-86.84292777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4853,4730,15481,36.12925277777778,-86.84292777777777,20,True,1,129,285,282,418,"http://maps.googleapis.com/maps/api/staticmap?center=36.12925277777778,-86.84292777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4854,4730,15481,36.12925277777778,-86.84292777777777,20,True,1,248,261,380,383,"http://maps.googleapis.com/maps/api/staticmap?center=36.12925277777778,-86.84292777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4855,4731,15482,36.177777777777784,-86.60833333333332,20,True,1,228,220,392,380,"http://maps.googleapis.com/maps/api/staticmap?center=36.177777777777784,-86.60833333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4856,4732,15483,36.0995,-86.75983333333332,20,True,8,124,297,346,515,"http://maps.googleapis.com/maps/api/staticmap?center=36.0995,-86.75983333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4857,4733,15484,36.24624986111111,-86.74999325,20,True,1,195,231,391,424,"http://maps.googleapis.com/maps/api/staticmap?center=36.24624986111111,-86.74999325&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4858,4734,15486,36.141794444444436,-86.8016,20,True,2,30,172,189,327,"http://maps.googleapis.com/maps/api/staticmap?center=36.141794444444436,-86.8016&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4859,4735,15487,36.14116944444445,-87.86197166666666,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.14116944444445,-87.86197166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4860,4736,15489,35.965233333333344,-83.18387777777778,20,True,4,214,207,415,389,"http://maps.googleapis.com/maps/api/staticmap?center=35.965233333333344,-83.18387777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4861,4737,15490,35.95777777777778,-83.2961111111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.95777777777778,-83.2961111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4862,4738,15491,35.9775,-83.22638888888889,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.9775,-83.22638888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4863,4739,15494,36.02505,-84.24555555555554,20,True,1,168,309,357,480,"http://maps.googleapis.com/maps/api/staticmap?center=36.02505,-84.24555555555554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4864,4740,15498,36.46972222222223,-88.09222222222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.46972222222223,-88.09222222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4865,4741,15500,36.29734166666667,-88.30958611111109,20,True,1,211,238,400,397,"http://maps.googleapis.com/maps/api/staticmap?center=36.29734166666667,-88.30958611111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4866,4742,15501,36.30839055555556,-88.29587611111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=36.30839055555556,-88.29587611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4867,4743,15506,35.73842361111111,-83.6065561111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.73842361111111,-83.6065561111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4868,4744,15507,35.72425638888889,-83.639335,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.72425638888889,-83.639335&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4869,4745,15508,35.79036749999999,-83.60683472222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.79036749999999,-83.60683472222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4870,4746,15510,35.62015,-85.1908777777778,20,True,2,307,277,475,426,"http://maps.googleapis.com/maps/api/staticmap?center=35.62015,-85.1908777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4871,4747,15513,35.67444444444444,-87.6725,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.67444444444444,-87.6725&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4872,4748,15518,35.744097222222216,-89.54858611111109,20,True,1,208,226,411,403,"http://maps.googleapis.com/maps/api/staticmap?center=35.744097222222216,-89.54858611111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4873,4749,15521,36.40005,-83.01498611111111,20,True,1,234,233,388,393,"http://maps.googleapis.com/maps/api/staticmap?center=36.40005,-83.01498611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4874,4750,15525,35.229213888888886,-88.23068055555555,20,True,1,241,251,363,373,"http://maps.googleapis.com/maps/api/staticmap?center=35.229213888888886,-88.23068055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4875,4751,15527,35.15922472222222,-88.22239694444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.15922472222222,-88.22239694444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4876,4752,15529,35.9225,-83.57944444444443,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.9225,-83.57944444444443&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4877,4753,15531,35.89568611111111,-83.57888333333331,20,True,7,251,247,371,369,"http://maps.googleapis.com/maps/api/staticmap?center=35.89568611111111,-83.57888333333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4878,4754,15538,35.493569444444454,-86.47372777777778,20,True,1,229,224,403,425,"http://maps.googleapis.com/maps/api/staticmap?center=35.493569444444454,-86.47372777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4879,4755,15541,35.96101666666667,-85.82893611111109,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.96101666666667,-85.82893611111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4880,4756,15547,35.94910833333333,-85.47636666666666,20,True,1,234,224,409,406,"http://maps.googleapis.com/maps/api/staticmap?center=35.94910833333333,-85.47636666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4881,4757,15554,36.47769444444445,-86.88680833333332,20,True,1,238,241,394,410,"http://maps.googleapis.com/maps/api/staticmap?center=36.47769444444445,-86.88680833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4882,4758,15556,35.60949166666667,-84.45518055555556,20,True,8,196,263,339,404,"http://maps.googleapis.com/maps/api/staticmap?center=35.60949166666667,-84.45518055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4883,4759,15557,35.609375,-84.45504444444445,20,True,8,98,164,225,286,"http://maps.googleapis.com/maps/api/staticmap?center=35.609375,-84.45504444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4884,4759,15557,35.609375,-84.45504444444445,20,True,8,417,380,520,455,"http://maps.googleapis.com/maps/api/staticmap?center=35.609375,-84.45504444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4885,4760,15571,36.41439166666667,-89.042675,20,True,1,247,235,399,402,"http://maps.googleapis.com/maps/api/staticmap?center=36.41439166666667,-89.042675&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4886,4761,15573,35.598333333333336,-84.2675,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.598333333333336,-84.2675&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4887,4762,15576,36.076058333333336,-87.79285833333331,20,True,1,227,247,374,419,"http://maps.googleapis.com/maps/api/staticmap?center=36.076058333333336,-87.79285833333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4888,4763,15577,35.32551666666667,-87.75669166666668,20,True,1,229,245,392,392,"http://maps.googleapis.com/maps/api/staticmap?center=35.32551666666667,-87.75669166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4889,4764,15580,35.202851944444454,-85.51940972222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.202851944444454,-85.51940972222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4890,4765,15582,35.174280555555555,-86.08991666666668,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=35.174280555555555,-86.08991666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4891,4766,15585,35.83197222222223,-86.0717472222222,20,True,1,236,239,390,410,"http://maps.googleapis.com/maps/api/staticmap?center=35.83197222222223,-86.0717472222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4892,4767,15590,32.374277777777785,-99.74306111111113,20,True,1,235,251,378,392,"http://maps.googleapis.com/maps/api/staticmap?center=32.374277777777785,-99.74306111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4893,4768,15594,32.47061111111111,-99.73430833333332,20,True,5,114,275,213,368,"http://maps.googleapis.com/maps/api/staticmap?center=32.47061111111111,-99.73430833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4894,4769,15602,29.38495777777777,-95.16131972222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.38495777777777,-95.16131972222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4895,4770,15604,27.76502958333333,-98.04090611111113,20,True,6,241,232,446,440,"http://maps.googleapis.com/maps/api/staticmap?center=27.76502958333333,-98.04090611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4896,4771,15605,33.09166666666667,-96.68611111111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.09166666666667,-96.68611111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4897,4772,15606,33.11696944444444,-96.6724,20,True,6,288,136,462,322,"http://maps.googleapis.com/maps/api/staticmap?center=33.11696944444444,-96.6724&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4898,4773,15607,33.09055555555556,-96.56694444444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.09055555555556,-96.56694444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4899,4774,15609,30.384722222222226,-103.66944444444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.384722222222226,-103.66944444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4900,4775,15619,29.231350555555554,-95.19020833333332,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.231350555555554,-95.19020833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4901,4776,15620,29.453568611111113,-95.23632305555556,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.453568611111113,-95.23632305555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4902,4777,15624,35.19499999999999,-101.92027777777778,20,True,6,297,112,468,275,"http://maps.googleapis.com/maps/api/staticmap?center=35.19499999999999,-101.92027777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4903,4778,15640,29.203298055555553,-95.43744,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.203298055555553,-95.43744&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4904,4779,15647,27.91331666666667,-97.15935,20,True,1,210,239,401,416,"http://maps.googleapis.com/maps/api/staticmap?center=27.91331666666667,-97.15935&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4905,4780,15650,33.09805555555556,-97.14694444444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.09805555555556,-97.14694444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4906,4781,15651,33.127425,-97.15386388888888,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.127425,-97.15386388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4907,4782,15653,32.75777777777777,-97.08111111111113,20,True,9,199,165,404,394,"http://maps.googleapis.com/maps/api/staticmap?center=32.75777777777777,-97.08111111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
